,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
6953,5095010,M,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,1,0,Laborers,4.0,-13.0,0
6954,5022131,M,Y,N,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4.0,-30.0,0
6955,5115713,M,N,Y,1,202500.0,State servant,Higher education,Married,House / apartment,-10756,-2355,1,0,0,0,Core staff,3.0,-39.0,0
6956,5091788,M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-9643,-1539,1,0,0,0,High skill tech staff,2.0,-3.0,0
6957,5053149,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-12140,-779,1,0,0,0,Core staff,3.0,-54.0,1
6958,5096966,F,N,Y,0,202500.0,Working,Higher education,Separated,House / apartment,-19748,-4082,1,0,1,0,High skill tech staff,1.0,-39.0,0
6959,5135850,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16234,-6075,1,0,1,0,Laborers,3.0,-7.0,0
6960,5066565,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20653,365243,1,0,1,0,,1.0,-29.0,0
6961,5149851,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14923,-5434,1,1,1,0,,4.0,-47.0,0
6962,5061918,M,Y,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24000,365243,1,0,0,0,,2.0,0.0,0
6963,5132537,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1.0,-13.0,0
6964,5069001,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-18537,-354,1,0,0,0,Sales staff,2.0,-45.0,0
6965,5118206,F,N,N,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9861,365243,1,0,0,0,,3.0,-14.0,0
6966,5149201,F,N,Y,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,-15226,-1020,1,0,1,0,Sales staff,2.0,-30.0,0
6967,5114460,F,N,N,0,56250.0,Pensioner,Secondary / secondary special,Married,Office apartment,-21882,365243,1,0,0,0,,2.0,-17.0,0
6968,5025958,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-49.0,0
6969,5143323,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12293,-1779,1,0,0,0,Cleaning staff,2.0,-25.0,0
6970,5078876,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21366,365243,1,0,0,0,,1.0,-42.0,0
6971,5038571,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,-26.0,0
6972,5036620,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11908,-596,1,1,1,0,Laborers,2.0,-38.0,0
6973,5010418,M,Y,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,Drivers,2.0,-5.0,0
6974,5028882,M,N,N,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,-12072,-1422,1,0,0,1,,5.0,-43.0,0
6975,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14716,-2057,1,0,0,0,Sales staff,1.0,-52.0,0
6976,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-12262,-223,1,0,0,1,Managers,2.0,-44.0,0
6977,5092173,M,Y,N,2,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11080,-657,1,0,0,0,Managers,4.0,-27.0,0
6978,5116449,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,With parents,-17206,-1401,1,0,0,0,Laborers,3.0,-11.0,0
6979,5010866,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,3.0,-60.0,0
6980,5023986,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9761,-854,1,1,1,0,Laborers,4.0,-12.0,0
6981,5089267,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,1,0,0,Cleaning staff,1.0,-22.0,0
6982,5112616,M,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10338,-969,1,0,1,1,Core staff,2.0,-12.0,0
6983,5033862,M,N,Y,2,171000.0,Working,Higher education,Married,With parents,-14484,-2216,1,1,0,0,Laborers,4.0,-18.0,0
6984,5149296,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-14462,-1871,1,0,1,1,,2.0,-39.0,0
6985,5135337,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16393,-2959,1,1,1,0,Accountants,2.0,-40.0,0
6986,5090249,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-14606,-3778,1,1,1,0,Managers,2.0,-2.0,0
6987,5094980,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-17520,-9225,1,0,1,0,Managers,2.0,-43.0,0
6988,5067114,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,-23633,365243,1,0,0,0,,1.0,-3.0,0
6989,5033728,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13666,-2089,1,1,1,0,Core staff,3.0,-16.0,0
6990,5025137,M,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,-15390,-1615,1,0,0,0,Laborers,2.0,-14.0,0
6991,5090851,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-20643,-6456,1,0,0,1,Core staff,2.0,-13.0,0
6992,5028795,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12563,-1025,1,0,0,0,Cooking staff,4.0,0.0,0
6993,5028329,F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,-19395,-3156,1,1,1,0,Core staff,2.0,-20.0,0
6994,5088066,F,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,3.0,-58.0,0
6995,5069462,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-8440,-1206,1,0,0,0,Sales staff,2.0,-14.0,0
6996,5137521,F,Y,N,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-20750,-443,1,1,0,0,Accountants,1.0,-19.0,0
6997,5022040,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2.0,-9.0,0
6998,5079203,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18406,-5961,1,1,1,0,Drivers,2.0,-21.0,0
6999,5066530,F,N,Y,0,247500.0,Working,Secondary / secondary special,Widow,House / apartment,-18040,-4813,1,0,0,0,,1.0,-55.0,0
7000,5025153,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,With parents,-16174,-277,1,0,0,0,Sales staff,2.0,-41.0,0
7001,5148947,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17708,-5555,1,0,0,0,Laborers,2.0,-51.0,0
7002,5036496,M,N,N,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-15970,-1273,1,1,0,0,Managers,3.0,-25.0,0
7003,5135505,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10124,-1358,1,0,0,0,Laborers,3.0,-30.0,0
7004,5085937,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17976,-6105,1,0,0,0,Sales staff,2.0,-47.0,0
7005,5096378,F,Y,N,0,207000.0,Working,Higher education,Married,House / apartment,-14761,-3718,1,1,1,0,HR staff,2.0,-4.0,0
7006,5032277,M,Y,Y,2,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-12529,-918,1,1,0,0,,4.0,-7.0,0
7007,5041124,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,1,0,0,0,Core staff,1.0,-47.0,0
7008,5048624,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,Core staff,2.0,-37.0,0
7009,5148917,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636,-3850,1,0,0,0,,4.0,-20.0,0
7010,5046099,F,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18671,-1174,1,0,0,0,Medicine staff,2.0,-53.0,0
7011,5024303,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8351,-124,1,0,0,0,Drivers,1.0,-1.0,0
7012,5095564,F,N,N,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,-11624,-949,1,1,1,0,Sales staff,2.0,-11.0,0
7013,5066845,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21595,365243,1,0,0,1,,2.0,-43.0,0
7014,5028281,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-11941,-2760,1,0,0,0,,3.0,-37.0,0
7015,5100416,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12029,-4570,1,0,0,0,Laborers,2.0,-4.0,0
7016,5116238,M,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15972,-1051,1,0,0,0,High skill tech staff,2.0,-48.0,0
7017,5091794,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15179,-991,1,0,0,0,Laborers,3.0,-38.0,0
7018,5041716,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13409,-732,1,0,0,0,Laborers,2.0,-2.0,0
7019,5089578,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-11664,-460,1,1,1,0,Core staff,2.0,-5.0,0
7020,5086046,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,-14133,-2695,1,0,0,0,High skill tech staff,4.0,-17.0,0
7021,5037306,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22740,365243,1,0,0,0,,2.0,-57.0,0
7022,5041100,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21343,365243,1,0,0,0,,2.0,-54.0,0
7023,5037109,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18281,-3596,1,0,0,0,Laborers,2.0,-58.0,0
7024,5095229,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9705,-2682,1,0,0,0,Medicine staff,2.0,-3.0,0
7025,5085791,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,With parents,-8785,-715,1,0,0,0,,3.0,-23.0,0
7026,5009651,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2.0,-60.0,0
7027,5105080,F,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,,2.0,-57.0,0
7028,5068119,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,1,0,0,0,Laborers,2.0,-57.0,0
7029,5065549,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-20871,365243,1,0,0,0,,1.0,0.0,0
7030,5115716,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11032,-314,1,1,0,0,Accountants,3.0,-18.0,0
7031,5036073,F,N,Y,2,153000.0,Working,Higher education,Married,House / apartment,-10783,-1011,1,1,1,0,Sales staff,4.0,-22.0,0
7032,5044968,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-17253,-4267,1,0,0,0,,2.0,-52.0,0
7033,5042360,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-11132,-917,1,0,1,0,Laborers,4.0,-28.0,0
7034,5066759,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-19368,-3018,1,1,1,1,Sales staff,2.0,-5.0,0
7035,5036685,F,N,Y,1,130500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16628,-938,1,0,0,0,Accountants,2.0,-20.0,0
7036,5009828,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2.0,-25.0,0
7037,5036268,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21034,365243,1,0,0,0,,2.0,-11.0,0
7038,5091090,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,-19700,-10994,1,0,0,0,,4.0,-45.0,0
7039,5105561,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817,-4410,1,0,0,1,Sales staff,2.0,-5.0,0
7040,5091784,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12943,-473,1,0,0,0,Laborers,2.0,-15.0,0
7041,5045681,F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,-13749,-2877,1,1,1,0,Managers,3.0,-10.0,0
7042,5062417,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24094,365243,1,0,1,0,,1.0,-59.0,0
7043,5021486,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,Laborers,3.0,-10.0,0
7044,5117134,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-10390,-796,1,0,0,0,Sales staff,1.0,-47.0,1
7045,5047792,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,1,0,0,0,,2.0,-11.0,0
7046,5047907,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,1,0,0,0,Laborers,4.0,-47.0,0
7047,5041670,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-46.0,0
7048,5067141,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23400,365243,1,0,1,1,,1.0,-7.0,0
7049,5149411,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3.0,-11.0,0
7050,5149426,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-21664,-7077,1,0,1,0,Core staff,2.0,-16.0,0
7051,5048073,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-21450,-13245,1,0,0,0,Core staff,1.0,-60.0,0
7052,5090860,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24013,365243,1,0,1,0,,1.0,-5.0,0
7053,5041697,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,-30.0,0
7054,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749,-992,1,0,0,0,Medicine staff,2.0,-23.0,0
7055,5089783,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,1,0,0,Laborers,2.0,-20.0,0
7056,5090354,F,N,Y,1,121500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15441,-433,1,0,0,0,,3.0,-15.0,0
7057,5117589,F,N,N,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-13434,-1254,1,1,0,0,Laborers,3.0,-5.0,0
7058,5048194,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-10012,-826,1,1,1,0,High skill tech staff,1.0,-39.0,0
7059,5028478,M,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-8689,-1238,1,0,1,0,Laborers,2.0,-5.0,1
7060,5023952,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,1,0,0,0,Laborers,3.0,-9.0,0
7061,5028393,F,N,N,0,202500.0,Commercial associate,Higher education,Married,Municipal apartment,-13899,-4709,1,0,0,0,,2.0,-25.0,0
7062,5091073,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13424,-4754,1,0,0,1,Laborers,2.0,-3.0,0
7063,5050451,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,-13046,-2753,1,0,0,0,,3.0,-17.0,0
7064,5089325,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10968,-126,1,1,1,0,Sales staff,1.0,-9.0,0
7065,5095642,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10928,-1558,1,0,0,0,Sales staff,3.0,-23.0,0
7066,5135432,M,Y,N,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,1,0,1,0,Laborers,4.0,-22.0,0
7067,5023023,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21187,365243,1,0,0,0,,1.0,-32.0,0
7068,5113902,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19124,-5064,1,0,1,0,Laborers,2.0,-13.0,0
7069,5037270,F,N,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-17612,-208,1,0,1,0,Sales staff,2.0,-5.0,0
7070,5062077,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13495,-259,1,0,0,0,Sales staff,2.0,-5.0,0
7071,5135844,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16234,-6075,1,0,1,0,Laborers,3.0,-24.0,0
7072,5067327,M,N,N,2,202500.0,Working,Lower secondary,Married,House / apartment,-13593,-2546,1,1,0,0,Laborers,4.0,-16.0,0
7073,5089390,M,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-21013,-2196,1,1,0,0,,2.0,-15.0,0
7074,5048413,F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,-16641,-1192,1,0,0,0,Core staff,2.0,-37.0,0
7075,5065507,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,1,0,0,0,Managers,3.0,-58.0,0
7076,5026248,F,N,N,0,135000.0,Pensioner,Higher education,Widow,House / apartment,-21232,365243,1,0,1,0,,1.0,-57.0,0
7077,5068367,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14084,-3246,1,0,0,0,Laborers,3.0,-14.0,0
7078,5142788,F,Y,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23728,365243,1,0,0,0,,2.0,-14.0,0
7079,5125233,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13766,-73,1,0,0,0,High skill tech staff,4.0,-8.0,0
7080,5142091,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-10860,-1001,1,1,0,0,Security staff,2.0,-16.0,0
7081,5148439,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8442,-410,1,0,0,0,Core staff,1.0,-7.0,0
7082,5010558,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2.0,-38.0,0
7083,5113114,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15423,-3231,1,1,1,0,Laborers,2.0,-21.0,0
7084,5137517,F,Y,N,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154,-231,1,1,1,0,,3.0,-14.0,0
7085,5052654,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2.0,-5.0,0
7086,5048285,F,N,Y,0,270000.0,Working,Higher education,Widow,House / apartment,-19301,-2622,1,0,0,1,Managers,1.0,-28.0,0
7087,5050606,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327,-7288,1,1,0,0,Laborers,2.0,-16.0,1
7088,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10092,-976,1,0,0,0,,3.0,-5.0,0
7089,5118504,F,Y,N,2,315000.0,Working,Higher education,Married,House / apartment,-13793,-2653,1,1,1,0,Managers,4.0,-58.0,0
7090,5143256,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,365243,1,0,1,0,,2.0,-10.0,0
7091,5067765,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23341,-5437,1,0,0,0,Medicine staff,1.0,-2.0,0
7092,5022577,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8533,-582,1,0,0,0,Laborers,1.0,-8.0,0
7093,5117902,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23885,365243,1,0,0,0,,1.0,-24.0,0
7094,5028699,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,-10817,-203,1,0,1,0,Laborers,3.0,-27.0,0
7095,5067603,F,N,Y,0,207000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22227,365243,1,0,0,1,,1.0,-41.0,0
7096,5097053,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20071,-3685,1,1,1,0,Laborers,2.0,-41.0,0
7097,5036715,M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9865,-827,1,0,0,0,Laborers,3.0,-3.0,0
7098,5068864,M,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14309,-1359,1,0,0,0,Security staff,2.0,-57.0,0
7099,5135488,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,1.0,-55.0,0
7100,5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,-13969,-263,1,0,0,0,,4.0,-35.0,0
7101,5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24194,365243,1,0,0,0,,2.0,-16.0,0
7102,5068060,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,1,0,0,0,Managers,3.0,-14.0,0
7103,5079106,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-17279,-4363,1,1,1,0,Accountants,2.0,-12.0,0
7104,5088181,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1.0,-12.0,0
7105,5100273,M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19597,-765,1,0,1,0,Drivers,2.0,-11.0,0
7106,5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9874,-1928,1,0,1,0,Laborers,1.0,-39.0,0
7107,5105005,M,Y,Y,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,-17051,-1457,1,0,0,0,Laborers,3.0,-47.0,0
7108,5010658,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0,-6.0,0
7109,5143408,F,N,Y,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22266,365243,1,0,0,0,,2.0,-19.0,0
7110,5069016,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20295,-3700,1,0,0,0,Laborers,2.0,-35.0,1
7111,5095110,F,N,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,-21712,-7733,1,0,0,0,,1.0,-26.0,0
7112,5143023,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768,-622,1,1,1,0,Laborers,2.0,-26.0,0
7113,5099808,M,Y,Y,1,337500.0,Working,Higher education,Married,House / apartment,-11489,-3109,1,0,0,0,Managers,3.0,-24.0,0
7114,5023331,M,N,Y,2,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4.0,-15.0,0
7115,5116433,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8237,-1281,1,0,0,0,High skill tech staff,1.0,-10.0,0
7116,5089885,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002,365243,1,0,0,0,,2.0,-30.0,0
7117,5117970,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13570,-3626,1,0,0,0,Accountants,2.0,-46.0,0
7118,5045137,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12210,-2747,1,0,0,0,Cooking staff,3.0,-27.0,0
7119,5113481,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-17822,-9385,1,1,0,0,Managers,2.0,-1.0,0
7120,5088211,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,365243,1,0,1,0,,1.0,-16.0,0
7121,5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20315,-5454,1,0,0,0,Laborers,3.0,-11.0,0
7122,5149968,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,-1.0,0
7123,5036103,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12539,-2747,1,1,0,0,,4.0,-34.0,0
7124,5069252,F,N,N,0,180000.0,Working,Higher education,Single / not married,House / apartment,-13619,-385,1,0,0,0,IT staff,1.0,-48.0,0
7125,5058501,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22774,365243,1,0,0,0,,2.0,-46.0,0
7126,5052943,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,1,0,0,0,Drivers,1.0,-7.0,0
7127,5078813,M,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-19080,-1851,1,0,1,0,Managers,2.0,-37.0,1
7128,5126626,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18933,365243,1,0,1,0,,2.0,-9.0,0
7129,5054715,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,2.0,-42.0,0
7130,5046047,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,-17801,-8479,1,0,0,0,Managers,2.0,-40.0,0
7131,5140116,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-23215,-523,1,0,0,0,High skill tech staff,2.0,-31.0,0
7132,5069084,F,Y,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13248,-2605,1,0,1,0,Accountants,4.0,-45.0,0
7133,5029566,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17147,-3822,1,0,1,0,Sales staff,2.0,-51.0,0
7134,5021277,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,-25.0,0
7135,5095734,M,Y,N,2,178200.0,Working,Higher education,Married,House / apartment,-11291,-1589,1,0,1,0,Core staff,4.0,-2.0,0
7136,5009089,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Laborers,4.0,-39.0,0
7137,5021350,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,-23.0,0
7138,5038835,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18427,-1296,1,0,0,0,Laborers,2.0,-53.0,0
