ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
5045894,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286,365243,1,0,0,0,,1.0,-52.0,1
5024688,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15562,-7824,1,0,1,0,Laborers,2.0,-27.0,0
5149467,F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15447,-1721,1,0,0,0,Sales staff,2.0,-22.0,0
5068729,M,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-9925,-1023,1,0,0,0,Laborers,2.0,-15.0,0
5118023,F,N,N,0,157500.0,State servant,Secondary / secondary special,Single / not married,With parents,-9621,-1769,1,0,0,0,Medicine staff,1.0,-8.0,0
5052778,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13353,-567,1,0,0,0,,4.0,-17.0,0
5022925,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,2.0,-8.0,0
5062381,F,N,Y,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,,4.0,-22.0,0
5116491,F,N,Y,0,94500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15274,-216,1,1,1,0,Core staff,2.0,-19.0,0
5117057,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22605,365243,1,0,0,0,,2.0,-31.0,0
5116652,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12917,-1766,1,1,0,0,Sales staff,2.0,-47.0,0
5090529,F,Y,Y,0,288000.0,Working,Higher education,Married,House / apartment,-14550,-3239,1,0,1,1,Managers,2.0,-38.0,0
5009826,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2.0,-25.0,0
5097167,F,N,Y,0,85500.0,Pensioner,Higher education,Married,House / apartment,-23468,365243,1,0,1,0,,2.0,-4.0,0
5090293,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-886,1,1,0,0,Sales staff,2.0,-51.0,0
5023461,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1.0,-4.0,0
5068667,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,-19305,-1905,1,0,0,0,Core staff,1.0,-2.0,0
5145970,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23018,365243,1,0,0,0,,1.0,-9.0,0
5009067,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-36.0,0
5051163,F,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13657,-439,1,0,0,0,,2.0,-48.0,0
5023627,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0,-23.0,0
5089273,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-13592,-3504,1,0,1,1,Accountants,2.0,-12.0,0
5054026,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,Office apartment,-19760,-2099,1,0,0,0,Cleaning staff,2.0,-5.0,0
5088872,F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,-9640,-612,1,0,0,1,Sales staff,1.0,-4.0,0
5114526,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,-22185,-347,1,1,0,0,Accountants,2.0,-23.0,0
5125124,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21720,365243,1,0,0,1,,1.0,-14.0,0
5024086,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18865,365243,1,0,0,0,,1.0,-38.0,0
5125337,M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,-12977,-3970,1,0,0,0,Laborers,4.0,-24.0,0
5142422,M,N,Y,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12443,-1169,1,0,1,0,Drivers,3.0,-10.0,0
5061989,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,-14.0,0
5022590,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17803,-10079,1,0,1,0,Core staff,1.0,-18.0,0
5097056,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-20.0,0
5145833,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19620,-2196,1,0,0,0,Core staff,2.0,-6.0,0
5038770,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13741,-5221,1,0,0,0,Laborers,3.0,-29.0,0
5085848,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474,365243,1,0,1,0,,2.0,-7.0,0
5010894,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,2.0,-40.0,1
5132620,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-10398,-742,1,1,1,1,Core staff,3.0,-39.0,0
5022895,M,N,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,-13326,-2588,1,1,0,0,Laborers,2.0,-3.0,0
5052718,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-19047,-2454,1,0,0,0,Laborers,1.0,-2.0,0
5113616,F,N,Y,0,283500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17651,-2384,1,0,0,1,Private service staff,2.0,-58.0,0
5088112,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13437,-1713,1,0,0,0,Drivers,3.0,-32.0,0
5105719,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21667,365243,1,0,0,0,,1.0,-13.0,0
5113570,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-15111,-2019,1,1,1,0,Sales staff,2.0,-31.0,0
5068042,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-16391,-1601,1,0,0,0,Security staff,2.0,-5.0,0
5091808,F,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21032,-1661,1,0,0,1,Security staff,2.0,-36.0,0
5135589,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,-11630,-1904,1,0,0,0,Laborers,4.0,-22.0,0
5149699,M,N,Y,0,171000.0,Working,Incomplete higher,Single / not married,House / apartment,-10145,-107,1,0,0,0,Laborers,1.0,-19.0,0
5132718,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-24449,-3056,1,0,1,0,Medicine staff,2.0,-37.0,0
5050600,F,N,N,0,315000.0,Working,Higher education,Married,House / apartment,-18507,-5857,1,1,1,0,Core staff,2.0,-17.0,0
5046092,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23596,365243,1,0,0,0,,1.0,-29.0,0
5024070,M,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,With parents,-9786,-2559,1,0,1,0,Laborers,2.0,-39.0,0
5028887,F,N,N,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21861,365243,1,0,0,0,,1.0,-37.0,0
5117449,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11863,-96,1,1,0,0,,4.0,-25.0,0
5008927,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1.0,-9.0,0
5061671,F,Y,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,365243,1,0,0,0,,2.0,-8.0,0
5046382,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,-19558,-1904,1,0,0,0,Laborers,2.0,-6.0,0
5096266,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-9136,1,1,1,0,,3.0,-55.0,0
5118191,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19291,-4967,1,1,1,0,Laborers,2.0,-44.0,0
5126528,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269,-196,1,0,1,0,Medicine staff,2.0,0.0,0
5117989,F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,-19200,-5637,1,0,0,0,Managers,2.0,-9.0,0
5037078,M,Y,Y,1,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20358,365243,1,0,0,0,,2.0,-3.0,0
5118470,M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,1,0,0,Managers,4.0,-42.0,0
5061697,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,1,0,0,0,Security staff,1.0,-42.0,0
5090949,F,N,N,0,94500.0,Pensioner,Higher education,Married,House / apartment,-21373,365243,1,0,1,0,,2.0,-40.0,0
5132542,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1.0,-14.0,0
5142506,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17299,-376,1,0,0,0,Security staff,4.0,-21.0,0
5052623,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-1994,1,0,1,0,High skill tech staff,3.0,-40.0,0
5036110,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12539,-2747,1,1,0,0,,4.0,-10.0,0
5106086,M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-21388,-1830,1,0,0,0,Security staff,2.0,-23.0,0
5090342,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-17635,-5642,1,0,1,0,Managers,2.0,-5.0,0
5125758,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12625,-1261,1,0,0,1,Drivers,3.0,-6.0,0
5022486,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,1,0,,2.0,-6.0,0
5023198,M,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,,2.0,-1.0,0
5036584,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16071,-2239,1,0,0,0,Cleaning staff,2.0,-58.0,0
5068186,M,Y,Y,3,148500.0,State servant,Secondary / secondary special,Married,House / apartment,-12960,-2027,1,0,1,0,Drivers,5.0,-35.0,0
5135347,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-14369,-402,1,0,1,0,Core staff,2.0,-5.0,0
5095854,F,N,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-20657,-5637,1,0,0,0,Accountants,1.0,-2.0,0
5029619,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,2.0,-6.0,0
5041370,F,Y,Y,0,90000.0,Working,Higher education,Married,Co-op apartment,-16999,-2438,1,0,0,0,,2.0,-52.0,0
5023758,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0,-51.0,0
5114504,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9930,-2324,1,0,0,1,Laborers,4.0,-54.0,0
5053529,F,N,Y,0,216000.0,Pensioner,Higher education,Single / not married,House / apartment,-20388,365243,1,0,0,0,,1.0,-30.0,0
5132686,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19766,-5764,1,0,0,0,Medicine staff,2.0,-55.0,0
5149874,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9540,-959,1,0,0,1,Laborers,3.0,-27.0,0
5095028,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22882,365243,1,0,0,0,,1.0,-37.0,0
5069164,M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-18.0,0
5149276,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-22234,-1506,1,0,1,0,Realty agents,2.0,-19.0,0
5010717,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2.0,-8.0,0
5113213,F,Y,Y,1,157500.0,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,High skill tech staff,3.0,-21.0,0
5025867,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21041,365243,1,0,0,0,,1.0,-23.0,0
5089316,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616,-825,1,1,1,1,High skill tech staff,2.0,-42.0,0
5047802,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14024,-369,1,0,1,0,,3.0,-31.0,0
5041726,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,1,1,0,0,Core staff,2.0,-24.0,0
5061553,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24121,365243,1,0,0,0,,2.0,-12.0,0
5029249,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023,-4280,1,1,0,0,Laborers,2.0,-31.0,0
5054344,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,-21.0,0
5054644,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,-33.0,0
5092381,F,N,Y,0,153000.0,Working,Secondary / secondary special,Widow,House / apartment,-12813,-2269,1,1,0,0,Laborers,1.0,-33.0,0
5042319,M,N,Y,0,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,-8637,-95,1,0,1,1,Core staff,2.0,-10.0,0
5023374,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,4.0,-36.0,0
5096458,F,N,N,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-16946,-4054,1,0,1,0,Secretaries,1.0,-31.0,0
5029283,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23602,365243,1,0,1,0,,1.0,-44.0,0
5135772,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,-13877,-1021,1,0,0,0,Accountants,3.0,-15.0,0
5089395,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,-14654,-2836,1,1,0,0,Managers,2.0,-18.0,0
5023367,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16732,-3065,1,1,1,0,Medicine staff,2.0,-13.0,0
5095818,F,N,N,3,112500.0,Working,Incomplete higher,Married,Municipal apartment,-15447,-2470,1,1,0,0,Sales staff,5.0,-3.0,0
5067805,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19392,-121,1,0,1,0,,1.0,-2.0,0
5100224,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-17673,-6579,1,0,0,0,,2.0,-48.0,0
5069435,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-16896,-354,1,0,1,0,Sales staff,2.0,-18.0,0
5089087,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14167,-735,1,0,1,0,Laborers,3.0,-56.0,0
5148780,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17318,-2512,1,0,0,0,Cooking staff,2.0,-5.0,0
5046021,M,Y,Y,1,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-11992,-3579,1,0,0,0,Managers,3.0,-46.0,0
5137325,F,N,N,0,36900.0,Pensioner,Higher education,Married,House / apartment,-22581,365243,1,0,0,0,,2.0,-24.0,0
5097097,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0,-24.0,0
5143024,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768,-622,1,1,1,0,Laborers,2.0,-40.0,0
5045940,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,3.0,-5.0,0
5117930,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21188,-5818,1,0,0,0,,2.0,-29.0,0
5009296,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2.0,-1.0,0
5028488,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-16319,-1086,1,1,0,0,Managers,2.0,-12.0,0
5044681,F,N,Y,0,90000.0,Working,Lower secondary,Single / not married,House / apartment,-10523,-2778,1,0,0,0,Core staff,1.0,-6.0,0
5105341,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,,2.0,-29.0,0
5118021,F,N,N,0,157500.0,State servant,Secondary / secondary special,Single / not married,With parents,-9621,-1769,1,0,0,0,Medicine staff,1.0,-1.0,0
5132303,M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-12298,-1200,1,0,0,0,Drivers,2.0,-57.0,0
5143081,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13926,-500,1,0,0,0,Sales staff,2.0,-34.0,0
5053267,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23374,365243,1,0,1,0,,2.0,-5.0,0
5146234,F,N,Y,0,157500.0,Working,Higher education,Civil marriage,With parents,-8238,-674,1,0,0,0,Accountants,2.0,-27.0,0
5096531,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2.0,-44.0,0
5137003,M,Y,N,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-18333,-8143,1,1,1,0,Drivers,2.0,-32.0,0
5142265,F,N,N,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15626,-422,1,0,0,0,,3.0,-2.0,0
5135572,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17522,-1751,1,0,1,0,High skill tech staff,2.0,-23.0,0
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811,-2234,1,1,1,0,High skill tech staff,2.0,-47.0,0
5142667,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15382,-288,1,0,0,0,Laborers,1.0,-5.0,0
5046124,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301,-3092,1,1,1,0,Managers,2.0,-52.0,0
5033478,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13504,-2180,1,0,1,0,Core staff,2.0,-27.0,0
5140105,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20627,-1285,1,0,0,0,Core staff,1.0,-5.0,0
5126556,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9517,-1810,1,1,1,0,Laborers,3.0,-37.0,0
5126005,M,Y,Y,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,-13344,-1230,1,0,0,0,Core staff,4.0,-22.0,0
5117487,F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18827,-1131,1,0,1,0,Laborers,2.0,-16.0,0
5038658,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-10382,-1081,1,0,1,0,Sales staff,3.0,-13.0,0
5105577,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12024,-210,1,1,1,0,Sales staff,2.0,-2.0,0
5069115,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17929,-6288,1,0,0,0,Sales staff,3.0,-22.0,0
5111204,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,1,0,0,0,Sales staff,2.0,-8.0,0
5050948,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12256,-4031,1,1,1,1,Core staff,2.0,-43.0,0
5096860,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,2.0,-45.0,0
5135644,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14537,-3914,1,0,0,0,Drivers,2.0,-5.0,0
5132898,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,1,0,1,0,,2.0,-44.0,0
5135688,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-13577,-1266,1,0,1,0,Accountants,2.0,-37.0,0
5054223,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14786,-972,1,1,0,0,Sales staff,4.0,-41.0,0
5028771,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-11919,-1787,1,0,1,0,Accountants,2.0,-3.0,0
5113948,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12782,-224,1,1,0,0,Laborers,4.0,-9.0,0
5089284,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17679,-2592,1,1,0,0,Sales staff,2.0,-51.0,0
5009097,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,-33.0,0
5067889,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-17011,-901,1,0,0,0,,2.0,-29.0,0
5026653,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13864,-1138,1,0,0,0,Sales staff,2.0,-36.0,0
5026253,F,N,N,0,135000.0,Pensioner,Higher education,Widow,House / apartment,-21232,365243,1,0,1,0,,1.0,-9.0,0
5118476,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17386,-888,1,0,0,0,Laborers,2.0,-44.0,0
5079021,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-8963,-1486,1,0,1,0,Core staff,3.0,-32.0,0
5069127,F,Y,Y,1,247500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13466,-1328,1,0,0,0,Accountants,2.0,-32.0,0
5069070,F,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-18893,-2423,1,0,0,0,Core staff,2.0,-30.0,0
5061278,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14130,-2877,1,1,1,1,Private service staff,2.0,-19.0,0
5009179,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,-51.0,0
5038661,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-10382,-1081,1,0,1,0,Sales staff,3.0,-22.0,0
5116196,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21471,365243,1,0,0,0,,1.0,-25.0,0
5048426,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,1,0,1,0,Accountants,1.0,0.0,0
5062610,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,-8.0,0
5053594,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13724,-638,1,0,0,0,,2.0,-37.0,0
5118334,F,Y,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,1,0,0,,3.0,-32.0,0
5142436,M,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-16783,-3451,1,0,0,0,Managers,3.0,-11.0,0
5091802,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22025,365243,1,0,0,0,,1.0,-26.0,0
5091105,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,-24662,365243,1,0,0,0,,2.0,-39.0,0
5048214,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12250,-857,1,0,0,0,Laborers,3.0,-12.0,0
5099980,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-15059,-1069,1,0,0,0,Low-skill Laborers,1.0,-2.0,0
5054160,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0,-28.0,0
5069122,F,Y,Y,0,103500.0,Pensioner,Higher education,Civil marriage,House / apartment,-23002,365243,1,0,1,0,,2.0,-6.0,0
5054354,M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,-52.0,0
5091697,F,N,Y,0,292500.0,Working,Higher education,Single / not married,House / apartment,-15303,-108,1,0,0,0,,1.0,-12.0,0
5026175,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19171,-7804,1,1,0,0,Laborers,2.0,-33.0,0
5036898,M,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14391,-1162,1,1,0,0,Sales staff,3.0,-19.0,0
5009698,M,Y,N,0,1350000.0,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2.0,-27.0,0
5065710,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10361,-269,1,1,0,0,Drivers,2.0,-45.0,0
5065538,M,N,Y,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12995,-1509,1,0,0,0,Managers,4.0,-20.0,0
5069126,F,Y,Y,1,247500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13466,-1328,1,0,0,0,Accountants,2.0,-4.0,0
5078798,F,N,Y,0,274500.0,Working,Higher education,Civil marriage,House / apartment,-19808,-390,1,1,0,0,,2.0,-42.0,0
5148446,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11226,-2236,1,0,0,0,Drivers,2.0,-41.0,0
5146394,F,N,Y,0,198000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20514,365243,1,0,0,0,,1.0,-4.0,0
5105409,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12760,-1518,1,0,0,0,,4.0,-36.0,0
5117275,M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-14082,-1800,1,0,0,0,Managers,3.0,-27.0,0
5089013,F,N,N,1,202500.0,Commercial associate,Higher education,Separated,House / apartment,-15578,-7949,1,1,1,0,,2.0,-41.0,0
5046062,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22744,365243,1,0,1,0,,2.0,-34.0,0
5149575,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,1,0,0,0,Accountants,2.0,-8.0,0
5021983,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11177,-4205,1,0,0,0,Laborers,3.0,-33.0,0
5008873,F,N,Y,2,126000.0,Commercial associate,Higher education,Married,House / apartment,-12411,-1773,1,0,0,1,Managers,4.0,-21.0,0
5046352,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16224,-2574,1,0,0,0,Security staff,2.0,-29.0,0
